timestamp_ms,distance
1793616,299
1799196,300
1804776,301
1810356,302
1815936,303
1821516,304
1827096,305
1832676,306
1838256,307
1843836,308
1849416,309
1854996,310
1860576,311
1866156,312
1871736,313
1877316,314
1882896,315
1888476,316
1894056,317
1899636,318
1905216,319
1910796,320
1916376,321
1921956,322
1927536,323
1933116,324
1938696,325
1944276,326
1949856,327
1955436,328
1961016,329
1966596,330
1972176,331
1977756,332
1983336,333
1988916,334
1994496,335
2000076,336
2005656,337
2011236,338
2016816,339
2022396,340
2027976,341
2033556,342
2039136,343
2044716,344
2050296,345
2055876,346
2061456,347
2067036,348
2072616,349
2078196,350
2083776,351
2089356,352
2094936,353
2100516,354
2106096,355
2111676,356
2117256,357
2122836,358
2128416,359
2133996,360
2139576,361
2145156,362
2150736,363
2156316,364
2161896,365
2167476,366
2173056,367
2178636,368
2184216,369
2189796,370
2195376,371
2200956,372
2206536,373
2212116,374
2217696,375
2223276,376
2228856,377
2234436,378
2240016,379
2245596,380
2251176,381
2256756,382
2262336,383
2267916,384
2273496,385
2279076,386
2284656,387
2290236,388
2295816,389
2301396,390
2306976,391
2312556,392
2318136,393
2323716,394
2329296,395
2334876,396
2340456,397
2346036,398
2351616,399
2357196,400
2362776,401
2368356,402
2373936,403
2379516,404
2385096,405
2390676,406
2396256,407
2401836,408
2407416,409
2412996,410
2418576,411
2424156,412
2429736,413
2435316,414
2440896,415
2446476,416
2452056,417
2457636,418
2463216,419
2468796,420
2474376,421
2479956,422
2485536,423
2491116,424
2496696,425
2502276,426
2507856,427
2513436,428
2519016,429
2524596,430
2530176,431
2535756,432
2541336,433
2546916,434
2552496,435
2558076,436
2563656,437
2569236,438
2574816,439
2580396,440
2585976,441
2591556,442
2597136,443
2602716,444
2608296,445
2613876,446
2619456,447
2625036,448
2630616,449
2636196,450
2641776,451
2647356,452
2652936,453
2658516,454
2664096,455
2669676,456
2675256,457
2680836,458
2686416,459
2691996,460
2697576,461
2703156,462
2708736,463
2714316,464
2719896,465
2725476,466
2731056,467
2736636,468
2742216,469
2747796,470
2753376,471
2758956,472
2764536,473
2770116,474
2775696,475
2781276,476
2786856,477
2792436,478
2798016,479
2803596,480
2809176,481
2814756,482
2820336,483
2825916,484
2831496,485
2837076,486
2842656,487
2848236,488
2853816,489
2859396,490
2864976,491
2870556,492
2876136,493
2881716,494
2887296,495
2892876,496
2898456,497
2904036,498
2909616,499
2915196,500
2920776,501
2926356,502
2931936,503
2937516,504
2943096,505
2948676,506
2954256,507
2959836,508
2965416,509
2970996,510
2976576,511
2982156,512
2987736,513
2993316,514
2998896,515
3004476,516
3010056,517
3015636,518
3021216,519
3026796,520
3032376,521
3037956,522
3043536,523
3049116,524
3054696,525
3060276,526
3065856,527
3071436,528
3077016,529
3082596,530
3088176,531
3093756,532
3099336,533
3104916,534
3110496,535
3116076,536
3121656,537
3127236,538
3132816,539
3138396,540
3143976,541
3149556,542
3155136,543
3160716,544
3166296,545
3171876,546
3177456,547
3183036,548
3188616,549
3194196,550
3199776,551
3205356,552
3210936,553
3216516,554
3222096,555
3227676,556
3233256,557
3238836,558
3244416,559
3249996,560
3255576,561
3261156,562
3266736,563
3272316,564
3277896,565
3283476,566
3289056,567
3294636,568
3300216,569
3305796,570
3311376,571
3316956,572
3322536,573
3328116,574
3333696,575
3339276,576
3344856,577
3350436,578
3356016,579
3361596,580
3367176,581
3372756,582
3378336,583
3383916,584
3389496,585
3395076,586
3400656,587
3406236,588
3411816,589
3417396,590
3422976,591
3428556,592
3434136,593
3439716,594
3445296,595
3450876,596
3456456,597
3462036,598
3467616,599
3473196,600
3478776,601
3484356,602
3489936,603
3495516,604
3501096,605
3506676,606
3512256,607
3517836,608
3523416,609
3528996,610
3534576,611
3540156,612
3545736,613
3551316,614
3556896,615
3562476,616
3568056,617
3573636,618
3579216,619
3584796,620
3590376,621
3595956,622
3601536,623
3607116,624
3612696,625
3618276,626
3623856,627
3629436,628
3635016,629
3640596,630
3646176,631
3651756,632
3657336,633
3662916,634
3668496,635
3674076,636
3679656,637
3685236,638
3690816,639
3696396,640
3701976,641
3707556,642
3713136,643
3718716,644
3724296,645
3729876,646
3735456,647
3741036,648
3746616,649
3752196,650
3757776,651
3763356,652
3768936,653
3774516,654
3780096,655
3785676,656
3791256,657
3796836,658
3802416,659
3807996,660
3813576,661
3819156,662
3824736,663
3830316,664
3835896,665
3841476,666
3847056,667
3852636,668
3858216,669
3863796,670
3869376,671
3874956,672
3880536,673
3886116,674
3891696,675
3897276,676
3902856,677
3908436,678
3914016,679
3919596,680
3925176,681
3930756,682
3936336,683
3941916,684
3947496,685
3953076,686
3958656,687
3964236,688
3969816,689
3975396,690
3980976,691
3986556,692
3992136,693
3997716,694
4003296,695
4008876,696
4014456,697
4020036,698
4025616,699
4031196,700
4036776,701
4042356,702
4047936,703
4053516,704
4059096,705
4064676,706
4070256,707
4075836,708
4081416,709
4086996,710
4092576,711
4098156,712
4103736,713
4109316,714
4114896,715
4120476,716
4126056,717
4131636,718
4137216,719
4142796,720
4148376,721
4153956,722
4159536,723
4165116,724
4170696,725
4176276,726
4181856,727
4187436,728
4193016,729
4198596,730
4204176,731
4209756,732
4215336,733
4220916,734
4226496,735
4232076,736
4237656,737
4243236,738
4248816,739
4254396,740
4259976,741
4265556,742
4271136,743
4276716,744
4282296,745
4287876,746
4293456,747
4299036,748
4304616,749
4310196,750
4315776,751
4321356,752
4326936,753
4332516,754
4338096,755
4343676,756
4349256,757
4354836,758
4360416,759
4365996,760
4371576,761
4377156,762
4382736,763
4388316,764
4393896,765
4399476,766
4405056,767
4410636,768
4416216,769
4421796,770
4427376,771
4432956,772
4438536,773
4444116,774
4449696,775
4455276,776
4460856,777
4466436,778
4472016,779
4477596,780
4483176,781
4488756,782
4494336,783
4499916,784
4505496,785
4511076,786
4516656,787
4522236,788
4527816,789
4533396,790
4538976,791
4544556,792
4550136,793
4555716,794
4561296,795
4566876,796
4572456,797
4578036,798
4583616,799
4589196,800
4594776,801
4600356,802
4605936,803
4611516,804
4617096,805
4622676,806
4628256,807
4633836,808
4639416,809
4644996,810
4650576,811
4656156,812
4661736,813
4667316,814
4672896,815
4678476,816
4684056,817
4689636,818
4695216,819
4700796,820
4706376,821
4711956,822
4717536,823
4723116,824
4728696,825
4734276,826
4739856,827
4745436,828
4751016,829
4756596,830
4762176,831
4767756,832
4773336,833
4778916,834
4784496,835
4790076,836
4795656,837
4801236,838
4806816,839
4812396,840
4817976,841
4823556,842
4829136,843
4834716,844
4840296,845
4845876,846
4851456,847
4857036,848
4862616,849
4868196,850
4873776,851
4879356,852
4884936,853
4890516,854
4896096,855
4901676,856
4907256,857
4912836,858
4918416,859
4923996,860
4929576,861
4935156,862
4940736,863
4946316,864
4951896,865
4957476,866
4963056,867
4968636,868
4974216,869
4979796,870
4985376,871
4990956,872
4996536,873
5002116,874
5007696,875
5013276,876
5018856,877
5024436,878
5030016,879
5035596,880
5041176,881
5046756,882
5052336,883
5057916,884
5063496,885
5069076,886
5074656,887
5080236,888
5085816,889
5091396,890
5096976,891
5102556,892
5108136,893
5113716,894
5119296,895
5124876,896
5130456,897
5136036,898
5141616,899
5147196,900
5152776,901
5158356,902
5163936,903
5169516,904
5175096,905
5180676,906
5186256,907
5191836,908
5197416,909
5202996,910
5208576,911
5214156,912
5219736,913
5225316,914
5230896,915
5236476,916
5242056,917
5247636,918
5253216,919
5258796,920
5264376,921
5269956,922
5275536,923
5281116,924
5286696,925
5292276,926
5297856,927
5303436,928
5309016,929
5314596,930
5320176,931
5325756,932
5331336,933
5336916,934
5342496,935
5348076,936
5353656,937
5359236,938
5364816,939
5370396,940
5375976,941
5381556,942
5387136,943
5392716,944
5398296,945
5403876,946
5409456,947
5415036,948
5420616,949
5426196,950
5431776,951
5437356,952
5442936,953
5448516,954
5454096,955
5459676,956
5465256,957
5470836,958
5476416,959
5481996,960
5487576,961
5493156,962
5498736,963
5504316,964
5509896,965
5515476,966
5521056,967
5526636,968
5532216,969
5537796,970
5543376,971
5548956,972
5554536,973
5560116,974
5565696,975
5571276,976
5576856,977
5582436,978
5588016,979
5593596,980
5599176,981
5604756,982
5610336,983
5615916,984
5621496,985
5627076,986
5632656,987
5638236,988
5643816,989
5649396,990
5654976,991
5660556,992
5666136,993
5671716,994
5677296,995
5682876,996
5688456,997
5694036,998
5699616,999
